116833,Halve Finale #1,,7,2009,,H4154,116831,1,1,,82fec9563ad32c9451c2a17c47179a12
10794,Guilt-Free Pub Grub,,7,2010,,G4316,10671,,,,1d7f1a5e32af5177ae5b111938785489
152481,(#3.11),,7,2002,,,152267,3,11,,586cdbb346ba263aceb7850a6edb1efe
33079,Cloned Puppies: A New Generation of 'Trakrs',,7,2009,,C4531,32442,,,,e13740a30a18f2fadd9b0883acf2129f
7310,Adults Only 20 to 1: World's Sexiest Scandals,,7,2010,,A3432,7301,9,2,,194dad479c29213396da565071a65d02
18390,All That Jasmine,,7,1994,,A4325,18389,1,5,,3bc9caa126ef9513b79e850b9ef8be71
126091,(#5.8),,7,2009,,,126014,5,8,,2c6e41a60e9c16fc565af9fe67593a15
20232,Baby Manning,,7,1998,,B152,20037,,,,825389d4e35f378f950238020942782e
134182,(2010-07-27),,7,2010,,,134128,,,,2e3e5afc8e111eacd98699c6f28d444b
192882,Solo de flûte,,7,2006,,S4314,192835,1,11,,87d600911ba20aa46778f322eadaaec0
59538,(2002-02-09),,7,2002,,,59480,,,,f1a0a17ab85d025061f63ae22b53a686
95727,Érase un negocio,,7,2004,,R252,95690,2,3,,52e5bc0c77f0b064ff11cd7c721076d7
99644,Peru to Brazil,,7,,,P6316,99633,1,1,,a2a3f9a9dfaa6c23ec1d96cff3d43711
60770,Blutsbande,,7,2006,,B4321,60768,1,7,,f26233762bac22bbe9d74be23a88cd6b
6883,(1999-01-09),,7,1999,,,6845,,,,3805102536744e2cc28ccc0dc69b2fac
11306,Amande,,7,,,A53,11299,1,29,,fc10451a055daf0c1996ba919c84cbd3
101193,Squeeze Rockin' Freak Painting or Pumpkin Pies Plymptoon,,7,2006,,S2625,101172,2,1,,cf30dbefb48c6a3de8c9797a1e498dd5
133148,Did You Win?,,7,2012,,D35,133147,1,13,,0f718d7ed363df8564c2a5768a485e73
183966,Boys and Girls Together Again,,7,1992,,B2532,183962,1,15,,201d7f0dddc87b03dd164bd40fd488a3
86817,(1982-07-30),,7,1982,,,86671,,,,feb3c50a56d633597ca86ecc6f048b42
16604,The Next First Lady?/Here Comes the Girls/Toni Morrison,,7,1999,,N2316,15711,31,20,,6385686401009aa7277c38cea7db489c
125298,The Awakening,,7,2012,,A252,125231,2,69,,f6b66de1cf236137940c5f4f1c75585c
168637,The Entertainer,,7,1993,,E5363,168611,1,23,,7643c6f1545f8e70f2baf95fca2394c2
111657,(2011-05-13),,7,2011,,,111095,,,,e05b4fd49ed26a97d8d7b2cbd7e68bd3
6507,Lunch Hour,,7,2009,,L526,6438,2,4,,09ae8e22be7f59235d4fbdca3a63e0bc
26155,Tim Burton,,7,2012,,T5163,26109,,,,f36dba18c95057442419edc182f73dc8
106269,(#2.20),,7,2011,,,106217,2,20,,ec936da7d162a5a75b10f0c6ab412be3
139166,(1999-06-21),,7,1999,,,139148,,,,fc0ceeac6e4a1c606d973dde3a073ded
85263,(#1.44),,7,2001,,,84913,1,44,,7a24b2a6ae28c37a844cc20a08b9bd58
95087,(2003-04-28),,7,2003,,,94664,,,,947ebbf4fd84cad212516083c8399387
55171,Wish You Weren't Here,,7,1999,,W2653,55165,1,5,,e2f099b1ffe706eecc211ebedd6e798a
139677,Bedroom Buddies,,2,1992,,B3651,,,,1992-????,60e631f4a29c899017073ed4ef92c4d0
143915,Reel Murder: Part 2,,7,1986,,R4563,143813,7,15,,395f0d4a7f90ce925ce239ebc42b257c
172767,(2011-12-10),,7,2011,,,172759,,,,3a6b272edcc7aa825dee59cf08356901
41599,Seret Tadmit,,7,2003,,S6353,41575,1,6,,67daa1fe11df834d28d04126768bcee5
36005,(2012-11-26),,7,2012,,,35537,,,,2d76aad1af3a32fe61ddce0c69163592
152708,(#8.3),,7,2007,,,152267,8,3,,c9f3ed0a9f74a8f40f9feb477d665517
182060,Lost & Found,,7,2006,,L2315,182054,1,4,,0bafc69d080a0d54b9be60c3bf3b3652
89789,(2003-08-08),,7,2003,,,87087,,,,41534f521dac02c538734454f54e1a92
15437,(#19.6),,7,2011,,,15336,19,6,,a9fe52e9c0093fdfb01fac39a43356ec
34714,Send Her Victorious,,7,1989,,S5361,34706,1,5,,b7d2fb4f4d636b3c3de9141a7334973a
16083,Hostage/In Search of Bin Laden/The Captain,,7,2005,,H2325,15711,38,1,,ed623cfa59720af8a3427515b0acdfc3
44277,Silence of the Clams,,7,2007,,S4521,44260,1,2,,6577d5b107f4d861680cd75c1c61c7a8
51440,Brennender Ehrgeiz,,7,1999,,B6536,51415,3,11,,b94cbef39180bdcbbf17bc34e3fc7feb
27788,(2002-01-25),,7,2002,,,27736,,,,fc3a3ed117967deb7d0132cf64246fef
31667,(1991-04-12),,7,1991,,,31647,,,,4e5fdba1f3d8a74f95c85da456b5a3a5
130053,Count Me In!,,7,1999,,C535,129983,6,8,,5bdba846c128356c914f64da58429bc6
32704,(2012-05-22),,7,2012,,,32442,,,,a04733c180a683bb2195ccf52cf9568b
168,"Oahu, HI",,7,2003,,O,118,2,2,,b61f5f895096b62e2094f32c3606aae5
89993,(2004-05-21),,7,2004,,,87087,,,,abaef6e681871e08484d81900a027f6e
169030,The Visit to Aunt Ruth's,,7,1990,,V2353,168958,1,1,,8761c8e29cb11ad3ba6176ddc9544d89
4477,Silenci,,7,2009,,S452,4457,2,6,,a72742ad15bc4ed1fc48e39db32ce71b
109242,(2000-06-13),,7,2000,,,108733,,,,40c9b53898160d2d5dd777c5de62c4c3
28820,(1996-02-12),,7,1996,,,28531,,,,5d209e19cbb6cd5e2a169a506a9769d8
183700,Broken News,,2,2005,,B6252,,,,2005-????,64065df245c3a03d2b8393cec153cc86
38282,(2008-07-15),,7,2008,,,38084,,,,5527873c0ecfb3af31fa65f2becf4ec9
57276,(#1.9305),,7,2006,,,55774,1,9305,,c23e10d30fc4f417387e039ed3677817
168245,Free of Charge,,7,1967,,F6126,168208,4,19,,a7c1cd52c9ae6511dfb7ee0cc579c6c7
74371,American Justice,,2,2004,,A5625,,,,2004-????,d0d9d994eb34142614894127dc98f750
5392,(#1.8),,7,2011,,,5383,1,8,,66aa6123117ad570cff22a0961cde934
115268,The Boy Next Door,,7,2008,,B5236,114979,13,18,,2da5276828def251a95a367c5a74359a
120056,(#2.9),,7,2009,,,120036,2,9,,a44636910a50bf5613640b4c80ff3e37
199241,Todo el dinero del mundo,,7,2008,,T3435,199182,1,58,,1d8fa0a5549195fe36c2f329af2b2188
67012,Sole teme por la vida de Ángel,,7,2007,,S4351,65509,,,,7dbc2c3a438dab3743a21fe7e91a980b
128694,(2002-02-15),,7,2002,,,128673,,,,59d560f9e0c9b92eef0ae0264f905923
97217,(#2.29),,7,,,,97178,2,29,,24a73e31e3c36da3097422fa4c4a7121
41947,The Man Who Loves Snakes,,7,1962,,M5412,41937,,,,74f013f4c6e7a0cb396cd5371bf0279f
104647,(#1.13832),,7,2010,,,103385,1,13832,,3e4a08706ba3df01b67b21b472e2973c
18852,Nothing Says Lovin' Like Something from the Oven,,7,2007,,N3524,18706,11,20,,44d2319231285d48225ae187128431af
153597,(#2.63),,7,2008,,,153410,2,63,,7bd6643f26b9cf84600dd1ad82cf92c2
17087,The Story of Zed the Hero of Africa,,7,,,S3612,17038,,,,15e83b27beda1dc95afb025b1e816d55
97163,Is It Normal to Have Looked for Love Online?,,7,2012,,I2356,97158,,,,31ea0320e2d02c3d161b46e2d1cf6f38
161163,(#1.382),,7,2007,,,161135,1,382,,2694ac4a9902afd385aa06fb75279740
189813,Buniyaad,,2,1987,,B53,,,,1987-1988,397741a58f417fe27adde10e7ad0349b
45102,From Here to Maternity,,7,1981,,F6563,45093,3,1,,e768162ac8f7adbf10080612f7d010ac
2425,Andres Carefully Plans Out How to Tell Sophia the Truth about Her Real Parents,,7,2011,,A5362,2417,1,70,,5ec637a5138aa3b6bb838d965ba1d19e
141140,Adini Vermek Istemeyen Dinleyici,,7,2011,,A3516,141138,1,27,,62c165ad2cb46ad8896daca0ef828c1a
38642,The Last Temptation,,7,1992,,L2351,38590,4,13,,3dd9075db20f13423a432dd76e72bf1e
194455,Lo acusa de farsante,,7,2012,,A2316,194395,1,19,,5999aaf49f78d94abe33bc55052c92b5
131665,College Bass 3: Carhartt,,7,2012,,C4212,131651,,,,8b19757d8ed9610e31282b6ba712255e
119607,(#3.11),,7,2008,,,119552,3,11,,7a9daddaf2af4a689f76fd5e7e9f4efe
91643,Renishaw Hall,,7,,,R524,91279,25,24,,bb92307702d846515536ec7e77001c2d
46397,(2004-08-07),,7,2004,,,46022,,,,4e68c7593e0f1569aba33f936b6d02bf
110274,Tsutomu no shi,,7,1970,,T2352,110180,1,53,,730183eca8ecd2d421924f58ff86c01a
76938,(#1.9),,7,2005,,,76786,1,9,,6d5a81648c0a79259ac949050a4bf1f2
151933,(#12.14),,7,2010,,,151798,12,14,,b2d038206adfa4a77d536373e2d3f011
190991,(2012-05-30),,7,2012,,,190979,,,,3e9abcd65aab3f5b933c64fa257f3c28
117688,(#1.1161),,7,,,,117506,1,1161,,e100b2ef96c492cc823f38e6d892a3d6
172151,(1996-06-20),,7,1996,,,172118,,,,6c118f2faa06ad2ae85bd438a0c8c7cd
46262,(2001-06-15),,7,2001,,,46022,,,,e9e533c0c233b3f3457891aea5b440ce
85684,Livet på en pinne,,7,1996,,L1315,85670,1,9,,a36ee7756fce61386d8c431293a2c862
180390,(2011-08-01),,7,2011,,,178599,,,,b647672e76711ac23827f5ca3b281a42
64519,(2012-05-08),,7,2012,,,64458,,,,6653b6b81f189a30aa6fab012983a643
50096,Borrón y cuenta nueva,,7,2002,,B6525,49991,11,1,,2b563da3e8af08ecdfb83ba1025e1503
153397,(2010-08-08),,7,2010,,,153265,,,,f3b15b1260a0777427d08d7d753e3190
90397,(2006-01-12),,7,2006,,,87087,,,,27c9c9316f2e4f5061841cdc61dd6440
175856,Pretty in Pink,,7,2009,,P6351,175829,2,13,,97d4a3b60f9249002bda238e5a4e4932
59974,Friday Night Bites,,7,2011,,F6352,59970,1,4,,e8466a835d2e103c64323e19f1bc0d1f
103904,(#1.13086),,7,2007,,,103385,1,13086,,710884d6b42a8385f4dbbf46424214d2
133508,Dazed,,7,2012,,D23,133491,22,4,,a9eb72f5e89877b268c32e6813d742e0
48250,(#1.114),,7,2001,,,48232,1,114,,279d525d62042d8124e9a1f672c236c7
116111,Avatar Day,,7,2006,,A1363,116109,2,5,,b2b7641f916f4469571f916b3f730023
109983,At the Movies,,2,1991,,A3512,,,,1991-????,d7ab69da97bcbae1d7ca9875c25b24ee
91401,Chichester Cathedral,,7,,,C2362,91279,25,8,,4ba947ffa3b73881aeec4c5bd3971173
82087,Rosalie Sees That Jenny Genuinely Loves Angelito and Junjun,,7,2012,,R2423,81903,1,88,,1b174f1b9b280199c7ba1d21043b1804
167777,Beep Beep,,7,2010,,B1,167764,4,21,,10cd1b04b570bb70c029e896b40058f6
181201,The Ballad of Bret Maverick,,7,1982,,B4316,181193,1,10,,b2e64d17a99e3e5ebe6adb01346fa066
16563,The Lobbyist/Roberto Benigni/Choosing Life,,7,1999,,L1236,15711,31,24,,7e68223bb30b423ce3f2f363c83a6cf8
76579,Malas noticias,,7,2004,,M4253,76496,1,100,,abdde5714ff3ff599954e0d47c250e79
155949,(#1.2),,7,1967,,,155947,1,2,,833f07fee87ea4c65730debb8305e592
180111,(2010-09-25),,7,2010,,,178599,,,,930932de6afb23b056f09e7eff0490c8
64498,(2011-12-01),,7,2011,,,64458,,,,00db96aa4a010d1cb282e4ba26e7f7e2
88093,(1998-06-22),,7,1998,,,87087,,,,73532ca18b3fc2470eeb679910024e54
38363,(2008-12-18),,7,2008,,,38084,,,,7c2a69dcbf497a2e4cc4995b58ed01ab
194400,Amor por Tristán,,7,2012,,A5616,194395,1,85,,2f84a2aef57fb947143a0d491e0fc140
188427,Alan Page,,7,2011,,A4512,188426,,,,2f41638f1bc2b0f05a4a5429c3e89805
190102,Burianuv den zen s Hilary Binder,,7,2008,,B6513,190100,1,2,,92ce56cbdea0f31ddbcd517f49255bb7
29652,(2004-05-26),,7,2002,,,29216,,,,1ba76f214f9f73489d348ad768a81051
12098,Balloon Ride!,,7,2010,,B4563,12089,2,15,,2918f353c2ac5dc5c401b3c7d9f008ab
187927,(2012-11-14),,7,2012,,,187850,,,,8a23c0e9c9037a81842e02515053697d
154457,Oh Brother,,7,2001,,O1636,154448,2,2,,5ded4beababce56022d6f5da884633d7
34323,Abenteuer Auto,,2,2000,,A1536,,,,2000-????,2c3e5b44e590a7f4eaef6372ee59c14c
45052,Satmaran,,7,2001,,S3565,45041,1,4,,3bc14c491424368a7d1dd0e59959d1f6
44624,The Adventure of the Western Star,,7,1990,,A3153,44586,2,9,,a580d712b461f90ff233dede8f01eade
168353,Le prince,,7,1964,,P652,168344,,,,a03b2e8d78887e365c86fa6cb95d2883
170534,"Mitsuyo Ohta, Izumi Maruoka & Masanobu Takahama",,7,2013,,M3232,170424,,,,f68825ebc9c7dcef95ffca67ca73b39d
182471,Missionary's Baby,,7,2005,,M2562,182425,1,32,,c6165f71020efb766d6eac146582af8a
11862,Mein fernes Kind - 33 Jahre Schuld und Sehnsucht,,7,2005,,M5165,11752,,,,792368cf81524a9578dc09e740ab9927
142425,Bellator Fighting Championships 58,,7,2011,,B4361,142372,5,10,,859d85367a18aef3d4b969c50869c122
79240,Mystery of Puma Punku,,7,2012,,M2361,79207,4,6,,1391f3cb383320d88556a0e7332c90b2
78721,(1998-10-06),,7,1998,,,78428,,,,55b7f829ce35af8fa2ac94f26a952252
85557,Tanya & Andrea: Glamorous Rehearsal Dinner,,7,2010,,T5362,85533,1,20,,5b0d035a33a26b1ef8da925687f5b957
26054,Dead Family Robinson,,7,2004,,D3154,26051,1,11,,d7f6a3bab90588e63fffb133a4f91965
116403,(#1.17),,7,2012,,,116324,1,17,,7b609d430d80941cf4b01c63595f3e61
93922,(1966-05-01),,7,1966,,,93909,,,,129afb7bc9949cc7240b77e8df285285
142429,Bellator Fighting Championships 61,,7,2012,,B4361,142372,6,2,,26e4bc9896690ef2649de51275896348
84874,(#1.64),,7,2011,,,84548,1,64,,cf46fec542bd4db085f4a5423cca3224
56392,(#1.10616),,7,2011,,,55774,1,10616,,63f9ad5f55a240f136fa1cc0b9f2972b
135231,Waters of the Moon,,7,1968,,W3621,135113,4,4,,ae07995d3cb749f7b8cc6bef16480995
184699,Individualism,,7,1983,,I5313,184043,1,21,,72a7393974cd245d234679713582ccd9
125464,Vynález století,,7,1984,,V5423,125458,1,1,,b7193e28bf22ecc2d440c8723e5377a2
35331,Acampamento de Férias 3,,2,2012,,A2515,,,,2012-????,79a83fe17f133212574e3748db635d59
25634,Seared Pork Tenderloin,,7,2007,,S6316,25600,1,8,,b84a5784d74c0471dc8350b2324c6222
194183,Cabin Fever,,2,2003,,C1516,,,,2003-????,03463a805c67f5bd77b0b22e180a23fc
186098,(#1.12),,7,1994,,,186094,1,12,,7747e386416856b04b17ae027b8e5e3d
9303,The Hellion,,7,1959,,H45,9246,2,16,,e450063e62c93e8dd60e4dc65294f562
73520,War and Pieces,,7,2000,,W6531,73510,1,12,,97f42cfcad8e8b8c430fdc0d11fa7b83
93861,Era uma Vez um Caos,,7,2008,,E6512,93840,2,6,,95be933d70dd2b3ce51e6ceca624a042
73875,Auditions: Dallas,,7,2008,,A3523,73710,7,2,,8a36e82e3f6193b8ca971c90d501cda3
163726,Strict Order! The Forbidden Rescue of Orihime Inoue,,7,2007,,S3623,163436,7,11,,f57fd9bd1233624a4e615539ce7c94da
176398,The Category of Happiness,,7,2000,,C3261,176388,1,9,,db0f59dd720e90e8989fb65d861f8a55
89017,(2001-01-17),,7,2001,,,87087,,,,c2af96148922cf9a5cc36ff50327749b
51332,(#2.5),,7,2009,,,51316,2,5,,5701d0480a882598a21998dbedce2afc
107962,American History: Marching Into the Future,,7,2007,,A5625,107959,,,,cc2d14f437d4834bd87bb7d31cd3ad60
151173,Big Band Showcase,,2,,,B2153,,,,????,420abd619307ded7ed0842b367cc5897
195884,(2010-06-06),,7,2010,,,195563,,,,869f597060163b478dfc7bf52aaa1b09
146923,(#2.9),,7,2008,,,146843,2,9,,d6fa2b1d6e444acae7e67c913be9990e
52795,(2003-08-26),,7,2003,,,52785,,,,c7146d3c9684b61e90826596d63933ed
189974,(#1.6),,7,2000,,,189966,1,6,,2b97f31e49e4cea3da14e1d1292915d2
64634,(1979-05-26),,7,1979,,,64592,,,,f3f13935ab40412d8e72ff96395a4148
25839,(1993-01-05),,7,1993,,,25837,,,,12c8d3d0462978b762cc23afbe517e79
86257,The Legend of the Bad Fish,,7,1988,,L2531,86247,1,5,,05ab7ded02e9efd4ac8e0ba7c4d75ed9
15051,(#4.23),,7,2011,,,14924,4,23,,1247ba279aa98530335aed0e93c369c6
41025,Phil,,7,2012,,P4,41013,2,6,,185ae4ba17091d43fd7e5793b4596a73
43842,(2012-12-18),,7,2012,,,43320,,,,4d815c682907d2d10e2e4382345dab7c
164063,Alicia,,7,2006,,A42,164050,,,,d389cf4c55ab63614a7ed6c8a846fd6d
45661,(#1.129),,7,1997,,,45627,1,129,,f6bdee14192536165b312a7a28370880
177422,Less Than Hero,,7,2004,,L2356,177390,1,18,,86c0d3e100d752b8b608e3c94818d11a
186287,(#2.17),,7,2012,,,186266,2,17,,9afcc6f415c39e21b26de721b8248a01
30642,Ryan and Brian,,7,,,R5316,30638,,,,3e03da4296d2dfe71e18361997c1d716
71213,(2012-10-11),,7,2012,,,71033,,,,d1263cb2b3647814fcc86058398e7950
68728,Presidential Estates,,7,1997,,P6235,68692,,,,a5dd5bcb1c6fef2a4ec1da6ec6286a3e
40307,Jail,,7,2011,,J4,40242,1,20,,8d4ed0548e9531f1cfb5d1be86da07c6
21926,Warning Signs: Part 2,,7,1983,,W6525,20918,3,30,,7364cd96ef5be68e83ca697d52c14bbe
105022,(2000-06-21),,7,2000,,,103385,,,,4bc87cdf371646b888e5ee2ca827374d
156679,(#1.1),,7,2010,,,156678,1,1,,b09be7891bf73a4a949ade921e68824a
68161,Operation Homecoming: Writing the Wartime Experience,,7,2007,,O1635,68151,1,3,,a1b7d00a2725df540c61cd761cbca62d
142178,(#1.73),,7,2008,,,142028,1,73,,04270f0043026c6274711a9ee01dd70a
137564,Read My Book,,7,,,R3512,137496,3,23,,c8ab3d544fc97e2ae042fa1859b845ac
136167,Prudential World Cup 1979 Final: England vs West Indies,,7,1979,,P6353,136152,,,,049d0d431f2167df20bc670c8b7aa1d8
131164,Tu ne te vengeras point,,7,1995,,T5315,131163,,,,e7d66a07ae5016c40f54e73af940134f
56273,(#1.10497),,7,2010,,,55774,1,10497,,6c1652b974786b75ac1d177224bd4cf7
135174,Romeo and Juliet,,7,1967,,R5324,135113,3,3,,f6e213b9797a28f89baeed7608ff3492
128726,(1999-03-16),,7,1999,,,128714,,,,a4db9993b9a4881abca264a62cdb0ab0
56952,(#1.8521),,7,2003,,,55774,1,8521,,70229d16d6fc5d82cfefa31c351bef47
12792,Benjamin Dalatu,,7,2011,,B5253,12781,3,6,,96bd3d34d48c1d8d786a7ba9c76abd09
185582,Snoop Returns,,7,2009,,S5163,185571,1,10,,41076f66dadb944d8ec1fcefdf8c5a74
3083,1001 gece,,2,2006,,G2,,,,2006-????,6ab41cfa8b16d0f93564b2d5b2e13ae8
89986,(2004-05-14),,7,2004,,,87087,,,,fbb4921d70c631c98e10304ad8aafe2b
66707,Mario visita a Andrea,,7,2005,,M6123,65509,1,21,,05c4a5bc6bcfc6989c52835e3cf5e0d8
28606,(1995-03-16),,7,1995,,,28531,,,,ace0fcf06aa2d0f1010c1f72f5693975
7034,(2001-04-26),,7,2001,,,6845,,,,b5773a56b3c21479ceada92cb3840612
161892,The Sea,,7,2006,,S,161881,1,11,,b2d1c40dae0953cf1421b79f9bb90fa3
187093,(2005-11-23),,7,2005,,,187057,,,,32ce98b80f02c0d7b8bce4794739ab39
192415,Carmen et moi,,7,2006,,C6535,192412,2,24,,9024bd34cd9098be3a38d14c80cd75fc
120967,Baby an Bord,,2,1997,,B1516,,,,1997-????,16626eccf783882bc72b59a6df77c73c
148188,"Coming Out, Getting Out, Going Out",,7,1996,,C5232,148136,6,24,,4d23dabcf24ecb7cf161dcfcec885db4
69595,(#4.20),,7,1993,,,69220,4,20,,35d097ad9b563be9e6a9b33cd63d1aac
98872,De familie Terlaet,,7,1982,,F5436,98870,1,1,,35e29846d364d9ff280e20ee0feea322
6072,(#1.2),,7,1992,,,6070,1,2,,9b6e28f02451ce9d94b46e57343c5147
119570,(#1.25),,7,2006,,,119552,1,25,,3fdb06d087a7660389877df5c3f312d2
98484,Mug's Game,,7,1964,,M25,98326,4,97,,549ed0914abacf25646d6ba6338028cd
165450,Dogfish Head,,7,,,D2123,165443,1,8,,f99fdef3665a1422b0a04da1974ff3ba
126494,(#22.22),,7,1979,,,126283,22,22,,482bff6c61206c18461d31d31bbfdd71
2723,1941 - Das 'Unternehmen Barbarossa',,7,1999,,D2536,2685,5,3,,57e791cd28bc44072c5c27f2c4726286
20028,(2008-02-29),,7,2007,,,19968,,,,753f56aecb10b0b6ec4f2c96769d1991
157266,Aussie Icons,,7,2007,,A252,157261,,,,197a6411bb39a127544970bc204d1f87
101058,The Annual Porn Pilgrimage,,7,2010,,A5416,100979,6,2,,311c7171eac7c6022e1d9de161e86b1c
11012,Fout in '45,,7,1995,,F35,11005,1,3,,4eb29985f51f63dc6b90d2a4df8a23ba
197085,Dogtown,,7,2009,,D235,197071,3,10,,57aa0c4081a0cd5d76f4f8206ea79b7c
55217,If You Can't Beat Them,,7,1989,,I1253,55207,1,3,,4b76c571155d419c15765263849e794a
81462,Happy Anniversary,,7,2001,,H1516,81426,2,13,,185f0778cdd6c830300e7b99790e1b3d
114155,Lynyrd Skynyrd,,7,2000,,L5632,113993,25,6,,edbd17769d459038afafa601d6daad6b
82009,Jenny Has to Deal with Her Problems Before She Could Marry Paeng,,7,2012,,J5234,81903,2,22,,bfed18f166695348a431c11010f59a95
110200,Himerareta mono,,7,1970,,H5635,110180,1,23,,7a558fc3349e1c0032cfb7db9e91d8ee
32515,(2009-12-30),,7,2009,,,32442,,,,54d63cd7638271c4bf7399a535598ec7
187330,(2009-02-17),,7,2009,,,187057,,,,d9424a767b6ef251d8201daf4b9301f0
122836,Naked & Dangerous,,7,2012,,N2352,122803,3,2,,266a61cb05462c75cd64f5e87a042050
145865,Liebe auf den ersten Blick,,7,,,L1356,145764,2,28,,3bf35d22d97029355d5397cd8c295cc5
30577,Sombras,,7,2006,,S5162,30505,1,21,,a46bcc42dded23a296589f17f57e2d87
118851,(#1.909),,7,,,,117506,1,909,,62fe0ba224f4239157f99f409c29761a
69421,(#18.9),,7,2007,,,69220,18,9,,c17f17d5dbfa74b3f534edbd1f834698
178161,Breakaway,,2,1983,,B62,,,,1983-????,82a14ebf9818e9bced7a0830d0cb2234
179243,(2007-10-09),,7,2007,,,178599,,,,7943156eeb938e450ccedeeb30c3e9df
172239,Seems Like Old Toons,,7,1993,,S5242,172198,1,58,,a8ec092f3ddc77a0a53e250d94474aa2
184179,(#1.2265),,7,,,,184043,1,2265,,f5d83eeb869b1af8207a6a84b381cfc1
320,Missing and Presumed Dead,,7,1992,,M2525,284,9,2,,548e5619a9e5087b9fbe86ab3488808c
7047,(2001-08-30),,7,2001,,,6845,,,,d4923c91529b97e409f8c59c01303d9f
59104,Season of Change,,7,2005,,S2512,58754,8,40,,6d610a0d9ed5d16c5411b6553b03bb2d
135316,Prom 42: Shostakovich's Fifth Symphony,,7,2010,,P6523,135301,1,15,,eedb8aa3ff93ed343a835c0ec551d4f9
35391,Killer in a Rose Colored Mask,,7,1961,,K4656,35385,1,2,,d43e4097a90cf81d3bf497bc495a35a0
